gram,counts
covid 19 vaccine,5694
covid 19 cases,5247
ourgovernmentnug aug3coup whatshappeninginmyanmar,4995
junta uses covid,3543
uses covid weapons,3380
min age limit,3295
08 2021 vaccine,3295
2021 vaccine vaccinepune,3295
vaccine vaccinepune cowin,3295
vaccinepune cowin covid19,3295
cowin covid19 pune,3295
age limit 18,2964
covid 19 pandemic,2921
wave covid 19,2882
covishield min age,2782
04 08 2021,2763
18 dose1 capacity,2746
covid 19 vaccines,2714
christian youths bhamo,2665
third wave covid,2485
limit 18 dose1,2415
distributing pesticides free,2413
intensifies christian youths,2412
youths bhamo distributing,2412
bhamo distributing pesticides,2412
covid 19 intensifies,2411
19 intensifies christian,2410
covid 19 vaccination,2321
03 08 2021,2147
covid 19 di,2145
vaksintingkatkanimunitasoksigen untuk pandemi,2069
whatshappeninginmyanmar aug3coup ourgovernmentnug,1778
new covid 19,1741
dates available 03,1739
available 03 08,1739
spread covid 19,1680
covid weapons whatshappeninginmyanmar,1661
dates available 04,1556
available 04 08,1556
covid weapons sacwantscoviduncontrollable,1543
myanmarcovidsos ourgovernmentnug aug3coup,1537
weapons sacwantscoviduncontrollable myanmarcovidsos,1536
sacwantscoviduncontrollable myanmarcovidsos ourgovernmentnug,1531
ourgovernmentnug whatshappeninginmyanmar aug3coup,1491
05 08 2021,1470
08 2021 05,1469
2021 05 08,1468
per local youths,1335
local youths third,1335
youths third wave,1335
pesticides free charge,1334
pesticides free ourgovernmentnug,1334
free ourgovernmentnug aug3coup,1333
covid19 death toll,1315
sacwantscoviduncontrollable crimesagainsthumanity releasethedetainees,1312
whatshappeninginmyanmar sacwantscoviduncontrollable crimesagainsthumanity,1309
whatshappeninginmyanmar myanmarcovidsos sacwantscoviduncontrollable,1299
death toll rising,1293
rising drastically day,1293
toll rising drastically,1292
drastically day day,1292
myanmar junta uses,1292
day day myanmar,1291
day myanmar junta,1290
weapons whatshappeninginmyanmar myanmarcovidsos,1290
covid 19 disease,1283
positive covid 19,1267
fight covid 19,1211
led young philanthropists,1195
township evening august,1195
evening august spread,1195
august spread covid,1195
19 disease awareness,1195
disease awareness donated,1195
awareness donated medicine,1195
donated medicine foods,1195
medicine foods people,1195
thabaw seik village,1194
village launglon township,1194
young philanthropists thabaw,1193
philanthropists thabaw seik,1193
seik village launglon,1192
launglon township evening,1192
people ourgovernmentnug whatshappeninginmyanmar,1192
foods people ourgovernmentnug,1191
pandemi covid 19,1183
08 2021 04,1161
2021 04 08,1161
get covid 19,1110
casos covid 19,1088
covid 19 hospitalizations,1086
free charge according,1075
charge according local,1075
according local youths,1075
local youths whatshappeninginmyanmar,1069
youths whatshappeninginmyanmar aug3coup,1069
contribution counts find,980
every contribution counts,979
organisations fight covid,978
aug3coup whatshappeninginmyanmar myanmarcovidsos,975
