gram,counts
covid 19,134795
19 vaccine,9922
penyintas covid,5152
covid berbagi,4862
pasien covid,4617
cegah covid,4396
19 pandemic,4230
plasma konvalesen,3864
disiplin cegah,3853
donor plasma,3526
19 vaccines,3380
skala mikro,3371
19 hingga,3252
yang dilakukan,3109
dilakukan dengan,3080
mikro adalah,3079
risiko covid,3079
pembatasan yang,3078
zona risiko,3078
pemantauan zona,3075
dengan pemantauan,3074
adalah pembatasan,3073
hingga tingkat,3072
covid ayodukungppkm,2992
tingkat rt,2991
coronavirus covid19,2981
ayo disiplin,2924
rt ayo,2912
melalui donor,2807
aksi penyintas,2787
19 cases,2688
ppkm skala,2684
19 melalui,2641
humaspolres_bjn polisi_jatim,2437
covid19 vaccine,2401
covid19 coronavirus,2185
berbagi untuk,2121
19 vaccination,2097
untuk menjadi,2080
menjadi penolong,2080
penolong pasien,2080
gencarkan aksi,2078
polri gencarkan,2062
new cases,1936
coronavirus pandemic,1914
angka kesembuhan,1898
new covid,1876
konvalesen polridonorplasma,1799
berbagi polridonorplasma,1779
kesembuhan pasien,1742
meningkatkan angka,1573
covid19 pandemic,1548
wuhan lab,1483
sars cov,1480
nuevos casos,1470
19 di,1424
coronavirus vaccine,1422
due covid,1361
casos covid,1343
ayodukungppkm polisi_jatim,1319
public health,1295
protokol kesehatan,1271
origen animal,1263
vacunas covid,1259
unlikely leaked,1250
19 test,1246
positif covid,1236
coronavirus cases,1211
extremely unlikely,1188
19 virus,1183
vacuna covid,1183
penyebaran covid,1141
get covid,1135
us saudi,1113
south africa,1109
24 horas,1106
fizik tedavi,1081
positive covid,1053
19 testing,1047
19 via,1040
coronavirus unlikely,1019
pandemi covid,969
09 02,949
19 dengan,937
february 2021,928
da covid,925
coronavirus covid,922
world health,920
pandemia covid19,919
dari covid,902
new coronavirus,902
unidoshagamoslatarea sntesalud,901
new york,881
últimas 24,876
19 relief,868
untuk membantu,862
last year,860
tested positive,852
vacunación covid,849
02 2021,843
sembuh dari,836
coronavirus origen,833
19 deaths,815
cases covid,807
negative covid,798
mental health,795
ayodukungppkm disiplin,784
donor darah,776
penanganan covid,770
covid19 cases,763
19 vaccinations,754
covid19 vaccines,748
pemerintah dalam,742
19 response,741
19 yang,740
darah plasma,739
oms china,723
yang telah,720
health organization,720
casos coronavirus,718
polisi_jatim ppkm,717
pakai masker,715
china lab,715
tedavi ihtiyacı,705
oms wuhan,699
darah konvalesen,695
screening donor,693
plasma darah,691
telah sembuh,690
24 hours,687
saat ini,685
mengikuti screening,685
19 mengikuti,684
active cases,680
leaked china,674
19 restrictions,672
19 update,672
keluar kota,671
covid19 vaccination,665
year old,656
konvalesen untuk,652
via youtube,651
covid19 ayodukungppkm,651
dosis vacuna,650
langkah pemerintah,649
whole world,648
membantu pasien,642
indonesia bebas,640
due covid19,639
long term,631
says coronavirus,631
pandemia covid,625
new variants,621
100 000,620
wear mask,618
bebas covid19,618
fiziktedtekn kibinkadro,618
ppkm untuk,618
kasus covid,616
di indonesia,611
pandemia coronavirus,610
19 infections,610
ayo dukung,610
polridonorplasma konvalesen,608
vaccine rollout,607
untuk indonesia,606
aturan ppkm,606
mencegah penyebaran,605
pemberlakuan aturan,604
vacunas covid19,600
chinese lab,598
impact covid,597
july 2020,597
many people,596
casos activos,594
dan ayo,592
kota dan,591
stop bepergian,591
bepergian keluar,591
dukung pemberlakuan,591
casos confirmados,586
gt gt,586
pandemic also,583
sebagai upaya,582
crisis caused,582
casos positivos,579
19 tests,579
caused us,575
2020 report,574
vaksin covid,572
19 patients,572
terkonfirmasi positif,571
basic services,571
vaccine doses,570
vacuna covid19,570
coronavirus efforts,569
du coronavirus,568
facing coronavirus,568
fuel crisis,568
saudi blockade,567
continued improvement,566
report yemen,566
yemen situation,566
worldbank stated,566
blockade continued,566
improvement disrupting,566
disrupting basic,566
services facing,566
humanitarian operations,566
situation worldbank,565
stated fuel,565
efforts humanitarian,565
operations activities,565
activities usadetainsoilships,565
social distancing,563
health sector,563
pasien terkonfirmasi,561
nuevos contagios,560
covid vaccine,558
covid coronavirus,556
health care,556
coronavirus variants,553
death toll,552
19 variant,552
face coronavirus,552
dapat meningkatkan,551
dengan harapan,550
harapan dapat,550
vaksinasi covid,549
face pandemic,549
pasien yang,548
left alone,548
also face,545
coronavirus except,545
world gathered,544
saudi systematic,544
systematic targeting,544
sector usadetainsoilships,544
19 penyintas,542
gathered collaborated,542
collaborated face,542
except yemen,542
yemen left,542
alone face,542
face us,542
targeting health,542
guna meningkatkan,540
dalam menolong,539
menolong pasien,539
konvalesen guna,539
yang terparpar,538
terparpar covid,538
united states,538
19 em,537
white house,536
coronavirus variant,531
covid19 covid,530
corona covid19,530
fight covid,529
covid covid19,526
contagios covid,524
du covid,523
next week,523
spread covid,519
join us,518
febrero 2021,516
personel polres,515
doses covid,514
19 outbreak,506
get vaccinated,506
dukung aksi,504
salah satu,502
south african,501
от covid,499
new deaths,498
jawa timur,496
polisikendal polri,496
casos covid19,487
konvalesen di,482
lab leak,482
polres tuban,481
tuban yang,481
di sanika,481
sanika satyawada,481
satyawada mapolres,481
mapolres tuban,481
tuban jawa,481
timur senin,481
senin melalui,481
melalui penyintas,481
oldest person,479
19 variants,478
coronavirus restrictions,476
astrazeneca covid,474
new covid19,473
reino unido,473
johnson amp,473
says covid,473
joe biden,466
coronavirus vaccines,465
novel coronavirus,462
du conseil,462
last week,460
amp johnson,458
million doses,457
coronavirus likely,457
relief bill,455
covid19 covidー19,454
health officials,452
ayo pakai,452
stay home,451
19 méxico,450
vacuna coronavirus,450
ccpvirus covid19,449
personal salud,444
wuhan china,441
first dose,440
vaccine distribution,438
misión oms,438
polridonorplasma humaspolresbat7,437
qu il,436
est pas,436
19 polridonorplasma,435
vacinação covid,433
good news,431
il est,431
confirmed cases,430
spread covid19,430
coronavirus deaths,428
know covid,428
around world,424
contagios covid19,424
virus wuhan,424
pcr antígenos,419
โคว ด19,417
stay safe,417
merupakan salah,415
virus covid,415
polridonorplasma polisi_jatim,414
upaya meningkatkan,414
konvalesen merupakan,413
satu terapi,413
terapi tambahan,413
mengobati pasien,413
extremadamente improbable,413
10 000,412
bergejala berat,411
casos nuevos,411
19 protocols,410
positivo coronavirus,410
last 24,409
19 bergejala,409
died covid,409
vacina covid,406
covid19 wuhanvirus,405
drfahrettinkoca halileldemir,405
guna mencegah,404
berat dan,403
tambahan untuk,403
dan kritis,402
untuk mengobati,402
leaked chinese,402
origen coronavirus,400
